sentences	audioFilename
रावण रामाक शरण गेल्लो जाल्यार रामायण जावचेंच नाशिल्लें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0074_S-0371.wav
दोळे आसून गांधारी अंध जावन रावली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0312_S-0274.wav
रामनवमीक प्रसाद पंगत घेवपाक गर्दी जाता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0008_S-0141.wav
महानंदाचेर लोकांक पयलेच शक आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0256_S-0122.wav
गुजरात राज्यान सरकारान सोऱयाचेर जें निर्बंध लायल्यात तशेंच सगळ्याक लावप.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0031_S-0275.wav
णव्वद रन करून सचिन तेंडुलकर आवट जालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0446_S-0225.wav
“म्हाका पाखां नासल्यार नासू, पाखां बगर मनशाक नाचोंव येता. हांव सर्तीक तयार आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0256_S-0391.wav
सगळ्यांक समान नियम लागतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0032_S-0329.wav
वास्को द गामान गोंयचो सोद लायलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0296_S-0265.wav
म्हाका ऐरावताचेर बसपाक खूब आवडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0402_S-0078.wav
आयज वेंठबिगारी वाडत चल्ल्या.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0008_S-0212.wav
हारशान दिसता तें आपलेंच प्रतिरूप.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0031_S-0293.wav
घरच्या आंगणात बसल्यार बरो वारो लागता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0458_S-0231.wav
आमचो ताऊ आमकां सदांच पिपीरमिटां घेवन येतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0461_S-0064.wav
रामू नांवाचो भुरगो हेरां परस सामको आळशी आसलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0292_S-0013.wav
मडगांवच्या बाजारांक हिंदू आनी मुस्लिम हांचे भितर झगडी पेटली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0228_S-0187.wav
मुक्ता सगळ्यांची ईर्षा करता म्हूण ताका कोण लागीं करिनात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0042_S-0037.wav
म्हजी आवय शिवराक जेवण बरें करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0403_S-0340.wav
मंजू भरतनाट्यम सुंदर सादर करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0281_S-0056.wav
दर आवयबापूय आपल्या भुरग्याचे स्नेह करतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0286_S-0407.wav
चैत्र पौर्णिमेच्या दिसा निराकार देवाक मखरान आनी सांगडान बसयतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0042_S-0130.wav
एकदंत गणपतीचें एक नांव.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0027_S-0109.wav
काम करता करता केन्ना दीस सोंपलो तेंच कळ्ळें ना	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0203_S-0395.wav
लोहार घण घेवन लोखंडाचेर आघात करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0008_S-0146.wav
जेवणाची उंडी तोंडाक घालपावेळार फोन आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0044_S-0049.wav
यशवंत क्रिकेट बरो खेळटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0077_S-0333.wav
केरळ राज्य भारताच्या दक्षीण दिकेक आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0461_S-0259.wav
केरळ राज्य भारताच्या दक्षीण दिकेक आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0363_S-0259.wav
गोरवांचो एक पंगड धावत म्हज्या सामकार येतालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0042_S-0222.wav
कौरव आनी पांडव कूळवैरी वरी झगडले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0288_S-0082.wav
माडाची दर एक वस्त उपेगाक येता म्हण ताका कल्पवृक्ष म्हणतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0283_S-0007.wav
मुंबयच्या स्टेशनाचेंर हमाल खूब मिळकत जोडटात	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0362_S-0359.wav
म्हाका थंड उदक पिवपाक आवडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0256_S-0263.wav
वागोणेक पळोवन तिणें आंग काडले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0011_S-0014.wav
महानंद नायकान खुबशा निरपराध लोकांचो बळी घेतलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0401_S-0276.wav
सगळें सोपलें शेष उल्लां जाल्यार फकत यादी.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0077_S-0388.wav
पखवाज एक तरेचे वाद्द.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0357_S-0184.wav
आमच्या हॉस्टेलात उदक मुबलक प्रमाणान येता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0292_S-0310.wav
चवथीक गणपतीक मोदकांचो भोग चडयतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0150_S-0264.wav
दत्ताबाब पसऱयाचेर वेवसायात खंडप करपाक हुशार आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0026_S-0128.wav
महानंद नायकासारको घातकी मनीस ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0457_S-0244.wav
रामाचें अपघाती मरण जाला हें कळ्ळें तेंन्ना वायट दिसलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0423_S-0203.wav
हावें णववें फावट महाबळेश्वर सैंल हांची बायनेट फायरिंग ही कथा वाचली.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0288_S-0224.wav
मॅरीचे लंगडावप म्हाका दुखी करतालें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0288_S-0354.wav
अचकीत म्हज्या सामकार सुणो आयलो आनी हांव भियेलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0426_S-0247.wav
सौरभाक शिकपाक आनी खेळांमळार जायती इनांमा फावो जाल्यात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0072_S-0320.wav
कोंकणी साहित्याभितर कोंकणी शब्दकोशाचेर फावो तो वावर जालो ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0305_S-0370.wav
राम अथवा रावण हांचेंभितर एकलो युध्द जिकतलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0042_S-0253.wav
एकादशीचो फळार उत्तम आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0036_S-0296.wav
कांति नांव आयकपाक बरें दिसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0213_S-0034.wav
देऊ गणपतीचे रंगकाम बरें करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0205_S-0065.wav
हॉटेलात जेवन जेवन म्हज्या पोटान दुखपाक लागलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0214_S-0202.wav
चण्याची भाजी खावपाक रूचकर लागता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0287_S-0160.wav
एका रानांत कांय जनावरां वस्ती करून रावतालीं.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0402_S-0179.wav
सुमति अपंग जावन लेगीत ताणें आपल्या हुशारकायेन आपले आनी गांवचें नांव वयर काडले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0042_S-0036.wav
सव्वीस जानेवारी हो दिस आमी प्रजासत्ताक दीस म्हूण मनयतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0034_S-0073.wav
संगणक फकत मनोरंजनाचें साधन न्हंय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0305_S-0325.wav
हिरेन शिकिल्लो, हुशार तरणाटो जावनूय बेकार आसा .            .	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0256_S-0033.wav
परिक्षेच्या वेळापत्रकात फेरबदल करपाचो निर्णय शिक्षण संचालकान घेतलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0446_S-0309.wav
यशवंत क्रिकेट बरो खेळटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0074_S-0333.wav
कामेऱयां पावसांत शेतांतल्या वावरा वेळार माथ्यार लांब कंडो घेतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0471_S-0117.wav
सौरभाक शिकपाक आनी खेळांमळार जायती इनांमा फावो जाल्यात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0073_S-0320.wav
देऊ गणपतीचे रंगकाम बरें करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0357_S-0065.wav
आयचो कामगार वर्ग मालकांच्या अन्याया आड विद्रोह करतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0017_S-0405.wav
माडाची दर एक वस्त उपेगाक येता म्हण ताका कल्पवृक्ष म्हणतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0203_S-0007.wav
चोरांकडेन हजार पळवाटो आसतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0150_S-0409.wav
औरंगजेब एकतंत्री राजा आशिल्लो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0026_S-0111.wav
गुजरात राज्य भारताच्या पश्चिम दिशेक पडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0360_S-0032.wav
साखर चाखपाक गोड लागता .	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0086_S-0348.wav
यशवंत सगळ्या कामाक झंपोपण करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0086_S-0189.wav
सुनामीन येवन खुबशा लोकांक बेघर केलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0433_S-0151.wav
केरळ राज्य भारताच्या दक्षीण दिकेक आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0457_S-0259.wav
ऋग्वेद हो चार वेदांतलो पयलो वेद.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0288_S-0066.wav
एकलोच पूत मेल्या उपरांत ताच्या आवयबापायचें खूब हाल जालें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0363_S-0358.wav
कोलव्याचो कस दिसपाक सोबीत दिसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0458_S-0397.wav
खरें भांगर खंयचे हाची पारख फकत सोनारच करपाक शकता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0072_S-0132.wav
“जल्पा, वर्गात दिल्लें शुद्धलेखन सुंदर अक्षरान बरय”.शिक्षकान सांगले	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0357_S-0084.wav
आयज आजोबांच्या कपलार आटयो दिसताल्यो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0042_S-0290.wav
परिक्षेच्या दिसांनी भुरग्यांनी अभ्यास करुंक जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0323_S-0052.wav
अज्ञ मनीस सदांच खतरनाक ठरता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0402_S-0425.wav
माधवाच्या लग्नाच्या जेवणाक वेगवेगळें नग आशिल्लें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0071_S-0278.wav
अब्दुल कलाम एक नामनेचो शास्त्रज्ञ.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0281_S-0424.wav
मक्याच्या कणसांनी भल्ल्यात आमची शेतां.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0458_S-0396.wav
चाळोवप हें बरें न्हय असो उपदेस शिक्षकान भुरग्याक दिलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0458_S-0102.wav
म्हज्या घराच्या आंगणांतल्यान निराकाराच्या देवळाचो कळस दिश्टी पडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0036_S-0004.wav
भौशीक वाटारांनी सिगार ओडपाक सक्त मनाय आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0401_S-0098.wav
अचकीत म्हज्या सामकार सुणो आयलो आनी हांव भियेलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0399_S-0247.wav
झगडीं करून लाभ कांयच ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0403_S-0321.wav
पुंडलिक नायक हांचें अच्छेव कदंबरीक साहित्य अकादेमी पुरस्कार फावो जाला.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0281_S-0174.wav
शेवटाक आवयबापायन पूर्वाक माफ केलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0403_S-0304.wav
कर्णा सारको क्षत्रीय दुसरो ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0292_S-0415.wav
भौशीक जाग्यांनी सिगार ओडप ना हो कायदो भारतभर लावपाक जाय.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0427_S-0337.wav
इच्छासक्त सगळ्यात व्हडली सक्त.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0461_S-0172.wav
कारवार वच आनी नुस्तें हाड असो हट्ट उन्नतीन बापायकडेन केलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0301_S-0168.wav
भारत आनी इंग्लड हांचे मदी चलपी क्रिकेट सामन्याचेंर पावसान विराम लायलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0288_S-0331.wav
चवथीक गणपतीक मोदकांचो भोग चडयतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0357_S-0264.wav
घोडो गतिमान तेज आसता म्हूण तो म्हाका खूब आवडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0037_S-0096.wav
म्हाका म्हजें शाळेचे दीस खूब उगडासाक येतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0302_S-0139.wav
ऋचा हिंन्दीं विशयांत हुशार आसा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0306_S-0067.wav
मक्याच्या कणसांनी फुलिल्लें शेत सोबीत दिसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0011_S-0005.wav
दर आवयबापूय आपल्या भुरग्याचे स्नेह करतात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0292_S-0407.wav
देशाक स्वतंत्र करपाक आमच्या खुबशा सुटकेझुजाऱ्यानी प्राणाचें बलिदान दिलां.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0312_S-0306.wav
हारशान आपलें पडबिंब पळोवन रमा भिलें.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0401_S-0219.wav
गोंय युवा महोत्सवान सबंद गोंयान राज्य पांवड्यार गोंय विद्दापीठान यश जोडले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0213_S-0334.wav
म्हज्या घराच्या आंगणांतल्यान निराकाराच्या देवळाचो कळस दिश्टी पडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0427_S-0004.wav
आयज ग्रामसभा आसा असो रकाद सरपंचान सगळ्या गावच्या लोकांक धाडलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0027_S-0341.wav
मात्सो खंयूय खट्ट आवाज जालो तरी मोती आंग काडटालो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0287_S-0012.wav
भडक रंगाचे कपडे जल्पाक आवडीनात.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0073_S-0315.wav
यमुना नदीचे उदक पिवपाक थंड लागता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0150_S-0279.wav
ज्योति सणां परबांक पारंपारीक आरत्यो गायता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0399_S-0035.wav
सेमिनाराक आयिल्ले माद्रीन सगळ्यांक मोगान आनी शांततायेन रावपाचो उपदेस दिलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0296_S-0042.wav
म्हाका ऐरावताचेर बसपाक खूब आवडटा.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0458_S-0078.wav
दोतोर माधवी सरदेसायान ‘भासाभास’ पुस्तक बरयलां.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0042_S-0093.wav
राम अथवा रावण हांचेंभितर एकलो युध्द जिकतलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0071_S-0253.wav
दुसऱयाचे साहित्य आपलें म्हणपाची करणी म्हळ्यार वाङमयचौर्य.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0401_S-0157.wav
थंडेच्या दिसांनी कांबळ ऊब दिवपाचें काम बरें करता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0471_S-0058.wav
नुसी हॉस्पिटलांत दुवेंताची शुश्रुष उत्तम तरेन जाता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0034_S-0385.wav
शिक्षकान सगळ्यां भुरग्यांक ओग्गी रावपाक सांगले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0423_S-0087.wav
अकस्मात पावसाचो व्हड वझरो आयलो.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0031_S-0192.wav
गिरेस्ताकडेन धनसंपत खूब आसता.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0036_S-0268.wav
झगडीं करून लाभ कांयच ना.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0074_S-0321.wav
हांवे फकत शंबर रूपयान पुस्तक विकत घेतले.	./KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0011_S-0120.wav
